minecraft:suspicious_gravel,minecraft_suspicious_gravel,Suspicious Gravel,true,true
minecraft:red_sand,minecraft_red_sand,Red Sand,true,true
minecraft:gravel,minecraft_gravel,Gravel,true,true
minecraft:coal_ore,minecraft_coal_ore,Coal Ore,true,true
minecraft:deepslate_coal_ore,minecraft_deepslate_coal_ore,Deepslate Coal Ore,true,true
minecraft:iron_ore,minecraft_iron_ore,Iron Ore,true,true
minecraft:deepslate_iron_ore,minecraft_deepslate_iron_ore,Deepslate Iron Ore,true,true
minecraft:copper_ore,minecraft_copper_ore,Copper Ore,true,true
minecraft:deepslate_copper_ore,minecraft_deepslate_copper_ore,Deepslate Copper Ore,true,true
minecraft:gold_ore,minecraft_gold_ore,Gold Ore,true,true
minecraft:deepslate_gold_ore,minecraft_deepslate_gold_ore,Deepslate Gold Ore,true,true
minecraft:redstone_ore,minecraft_redstone_ore,Redstone Ore,true,true
minecraft:deepslate_redstone_ore,minecraft_deepslate_redstone_ore,Deepslate Redstone Ore,true,true
minecraft:emerald_ore,minecraft_emerald_ore,Emerald Ore,true,true
minecraft:deepslate_emerald_ore,minecraft_deepslate_emerald_ore,Deepslate Emerald Ore,true,true
minecraft:lapis_ore,minecraft_lapis_ore,Lapis Ore,true,true
minecraft:deepslate_lapis_ore,minecraft_deepslate_lapis_ore,Deepslate Lapis Ore,true,true
minecraft:diamond_ore,minecraft_diamond_ore,Diamond Ore,true,true
minecraft:deepslate_diamond_ore,minecraft_deepslate_diamond_ore,Deepslate Diamond Ore,true,true
minecraft:nether_gold_ore,minecraft_nether_gold_ore,Nether Gold Ore,true,true
minecraft:nether_quartz_ore,minecraft_nether_quartz_ore,Nether Quartz Ore,true,true
minecraft:ancient_debris,minecraft_ancient_debris,Ancient Debris,true,true
minecraft:coal_block,minecraft_coal_block,Coal Block,true,true
minecraft:raw_iron_block,minecraft_raw_iron_block,Raw Iron Block,true,true
minecraft:raw_copper_block,minecraft_raw_copper_block,Raw Copper Block,true,true
minecraft:raw_gold_block,minecraft_raw_gold_block,Raw Gold Block,true,true
minecraft:amethyst_block,minecraft_amethyst_block,Amethyst Block,true,true
minecraft:budding_amethyst,minecraft_budding_amethyst,Budding Amethyst,true,true
minecraft:iron_block,minecraft_iron_block,Iron Block,true,true
minecraft:copper_block,minecraft_copper_block,Copper Block,true,true
minecraft:gold_block,minecraft_gold_block,Gold Block,true,true
minecraft:diamond_block,minecraft_diamond_block,Diamond Block,true,true
minecraft:netherite_block,minecraft_netherite_block,Netherite Block,true,true
minecraft:exposed_copper,minecraft_exposed_copper,Exposed Copper,true,true
minecraft:weathered_copper,minecraft_weathered_copper,Weathered Copper,true,true
minecraft:oxidized_copper,minecraft_oxidized_copper,Oxidized Copper,true,true
minecraft:chiseled_copper,minecraft_chiseled_copper,Chiseled Copper,true,true
minecraft:exposed_chiseled_copper,minecraft_exposed_chiseled_copper,Exposed Chiseled Copper,true,true
minecraft:weathered_chiseled_copper,minecraft_weathered_chiseled_copper,Weathered Chiseled Copper,true,true
minecraft:oxidized_chiseled_copper,minecraft_oxidized_chiseled_copper,Oxidized Chiseled Copper,true,true
minecraft:cut_copper,minecraft_cut_copper,Cut Copper,true,true
minecraft:exposed_cut_copper,minecraft_exposed_cut_copper,Exposed Cut Copper,true,true
minecraft:weathered_cut_copper,minecraft_weathered_cut_copper,Weathered Cut Copper,true,true
minecraft:oxidized_cut_copper,minecraft_oxidized_cut_copper,Oxidized Cut Copper,true,true
minecraft:cut_copper_stairs,minecraft_cut_copper_stairs,Cut Copper Stairs,true,true
minecraft:exposed_cut_copper_stairs,minecraft_exposed_cut_copper_stairs,Exposed Cut Copper Stairs,true,true
minecraft:weathered_cut_copper_stairs,minecraft_weathered_cut_copper_stairs,Weathered Cut Copper Stairs,true,true
minecraft:oxidized_cut_copper_stairs,minecraft_oxidized_cut_copper_stairs,Oxidized Cut Copper Stairs,true,true
minecraft:cut_copper_slab,minecraft_cut_copper_slab,Cut Copper Slab,true,true
minecraft:exposed_cut_copper_slab,minecraft_exposed_cut_copper_slab,Exposed Cut Copper Slab,true,true
minecraft:weathered_cut_copper_slab,minecraft_weathered_cut_copper_slab,Weathered Cut Copper Slab,true,true
minecraft:oxidized_cut_copper_slab,minecraft_oxidized_cut_copper_slab,Oxidized Cut Copper Slab,true,true
minecraft:waxed_copper_block,minecraft_waxed_copper_block,Waxed Copper Block,true,true
minecraft:waxed_exposed_copper,minecraft_waxed_exposed_copper,Waxed Exposed Copper,true,true
minecraft:waxed_weathered_copper,minecraft_waxed_weathered_copper,Waxed Weathered Copper,true,true
minecraft:waxed_oxidized_copper,minecraft_waxed_oxidized_copper,Waxed Oxidized Copper,true,true
minecraft:waxed_chiseled_copper,minecraft_waxed_chiseled_copper,Waxed Chiseled Copper,true,true
minecraft:waxed_exposed_chiseled_copper,minecraft_waxed_exposed_chiseled_copper,Waxed Exposed Chiseled Copper,true,true
minecraft:waxed_weathered_chiseled_copper,minecraft_waxed_weathered_chiseled_copper,Waxed Weathered Chiseled Copper,true,true
minecraft:waxed_oxidized_chiseled_copper,minecraft_waxed_oxidized_chiseled_copper,Waxed Oxidized Chiseled Copper,true,true
minecraft:waxed_cut_copper,minecraft_waxed_cut_copper,Waxed Cut Copper,true,true
minecraft:waxed_exposed_cut_copper,minecraft_waxed_exposed_cut_copper,Waxed Exposed Cut Copper,true,true
minecraft:waxed_weathered_cut_copper,minecraft_waxed_weathered_cut_copper,Waxed Weathered Cut Copper,true,true
minecraft:waxed_oxidized_cut_copper,minecraft_waxed_oxidized_cut_copper,Waxed Oxidized Cut Copper,true,true
minecraft:waxed_cut_copper_stairs,minecraft_waxed_cut_copper_stairs,Waxed Cut Copper Stairs,true,true
minecraft:waxed_exposed_cut_copper_stairs,minecraft_waxed_exposed_cut_copper_stairs,Waxed Exposed Cut Copper Stairs,true,true
minecraft:waxed_weathered_cut_copper_stairs,minecraft_waxed_weathered_cut_copper_stairs,Waxed Weathered Cut Copper Stairs,true,true
minecraft:waxed_oxidized_cut_copper_stairs,minecraft_waxed_oxidized_cut_copper_stairs,Waxed Oxidized Cut Copper Stairs,true,true
minecraft:waxed_cut_copper_slab,minecraft_waxed_cut_copper_slab,Waxed Cut Copper Slab,true,true
minecraft:waxed_exposed_cut_copper_slab,minecraft_waxed_exposed_cut_copper_slab,Waxed Exposed Cut Copper Slab,true,true
minecraft:waxed_weathered_cut_copper_slab,minecraft_waxed_weathered_cut_copper_slab,Waxed Weathered Cut Copper Slab,true,true
minecraft:waxed_oxidized_cut_copper_slab,minecraft_waxed_oxidized_cut_copper_slab,Waxed Oxidized Cut Copper Slab,true,true
minecraft:oak_log,minecraft_oak_log,Oak Log,true,true
minecraft:spruce_log,minecraft_spruce_log,Spruce Log,true,true
minecraft:birch_log,minecraft_birch_log,Birch Log,true,true
minecraft:jungle_log,minecraft_jungle_log,Jungle Log,true,true
minecraft:acacia_log,minecraft_acacia_log,Acacia Log,true,true
minecraft:cherry_log,minecraft_cherry_log,Cherry Log,true,true
minecraft:dark_oak_log,minecraft_dark_oak_log,Dark Oak Log,true,true
minecraft:mangrove_log,minecraft_mangrove_log,Mangrove Log,true,true
minecraft:mangrove_roots,minecraft_mangrove_roots,Mangrove Roots,true,true
minecraft:muddy_mangrove_roots,minecraft_muddy_mangrove_roots,Muddy Mangrove Roots,true,true
minecraft:crimson_stem,minecraft_crimson_stem,Crimson Stem,true,true
minecraft:warped_stem,minecraft_warped_stem,Warped Stem,true,true
minecraft:bamboo_block,minecraft_bamboo_block,Bamboo Block,true,true
minecraft:stripped_oak_log,minecraft_stripped_oak_log,Stripped Oak Log,true,true
minecraft:stripped_spruce_log,minecraft_stripped_spruce_log,Stripped Spruce Log,true,true
minecraft:stripped_birch_log,minecraft_stripped_birch_log,Stripped Birch Log,true,true
minecraft:stripped_jungle_log,minecraft_stripped_jungle_log,Stripped Jungle Log,true,true
minecraft:stripped_acacia_log,minecraft_stripped_acacia_log,Stripped Acacia Log,true,true
minecraft:stripped_cherry_log,minecraft_stripped_cherry_log,Stripped Cherry Log,true,true
minecraft:stripped_dark_oak_log,minecraft_stripped_dark_oak_log,Stripped Dark Oak Log,true,true
minecraft:stripped_mangrove_log,minecraft_stripped_mangrove_log,Stripped Mangrove Log,true,true
minecraft:stripped_crimson_stem,minecraft_stripped_crimson_stem,Stripped Crimson Stem,true,true
minecraft:stripped_warped_stem,minecraft_stripped_warped_stem,Stripped Warped Stem,true,true
minecraft:stripped_oak_wood,minecraft_stripped_oak_wood,Stripped Oak Wood,true,true
minecraft:stripped_spruce_wood,minecraft_stripped_spruce_wood,Stripped Spruce Wood,true,true
minecraft:stripped_birch_wood,minecraft_stripped_birch_wood,Stripped Birch Wood,true,true
minecraft:stripped_jungle_wood,minecraft_stripped_jungle_wood,Stripped Jungle Wood,true,true
minecraft:stripped_acacia_wood,minecraft_stripped_acacia_wood,Stripped Acacia Wood,true,true
minecraft:stripped_cherry_wood,minecraft_stripped_cherry_wood,Stripped Cherry Wood,true,true
minecraft:stripped_dark_oak_wood,minecraft_stripped_dark_oak_wood,Stripped Dark Oak Wood,true,true
minecraft:stripped_mangrove_wood,minecraft_stripped_mangrove_wood,Stripped Mangrove Wood,true,true
minecraft:stripped_crimson_hyphae,minecraft_stripped_crimson_hyphae,Stripped Crimson Hyphae,true,true
minecraft:stripped_warped_hyphae,minecraft_stripped_warped_hyphae,Stripped Warped Hyphae,true,true
minecraft:stripped_bamboo_block,minecraft_stripped_bamboo_block,Stripped Bamboo Block,true,true
minecraft:oak_wood,minecraft_oak_wood,Oak Wood,true,true
minecraft:spruce_wood,minecraft_spruce_wood,Spruce Wood,true,true
minecraft:birch_wood,minecraft_birch_wood,Birch Wood,true,true
minecraft:jungle_wood,minecraft_jungle_wood,Jungle Wood,true,true
minecraft:acacia_wood,minecraft_acacia_wood,Acacia Wood,true,true
minecraft:cherry_wood,minecraft_cherry_wood,Cherry Wood,true,true
minecraft:dark_oak_wood,minecraft_dark_oak_wood,Dark Oak Wood,true,true
minecraft:mangrove_wood,minecraft_mangrove_wood,Mangrove Wood,true,true
minecraft:crimson_hyphae,minecraft_crimson_hyphae,Crimson Hyphae,true,true
minecraft:warped_hyphae,minecraft_warped_hyphae,Warped Hyphae,true,true
minecraft:oak_leaves,minecraft_oak_leaves,Oak Leaves,true,true
minecraft:spruce_leaves,minecraft_spruce_leaves,Spruce Leaves,true,true
minecraft:birch_leaves,minecraft_birch_leaves,Birch Leaves,true,true
minecraft:jungle_leaves,minecraft_jungle_leaves,Jungle Leaves,true,true
minecraft:acacia_leaves,minecraft_acacia_leaves,Acacia Leaves,true,true
minecraft:cherry_leaves,minecraft_cherry_leaves,Cherry Leaves,true,true
minecraft:dark_oak_leaves,minecraft_dark_oak_leaves,Dark Oak Leaves,true,true
minecraft:mangrove_leaves,minecraft_mangrove_leaves,Mangrove Leaves,true,true
minecraft:azalea_leaves,minecraft_azalea_leaves,Azalea Leaves,true,true
minecraft:flowering_azalea_leaves,minecraft_flowering_azalea_leaves,Flowering Azalea Leaves,true,true
minecraft:sponge,minecraft_sponge,Sponge,true,true
minecraft:wet_sponge,minecraft_wet_sponge,Wet Sponge,true,true
minecraft:glass,minecraft_glass,Glass,true,true
minecraft:tinted_glass,minecraft_tinted_glass,Tinted Glass,true,true
minecraft:lapis_block,minecraft_lapis_block,Lapis Block,true,true
minecraft:sandstone,minecraft_sandstone,Sandstone,true,true
minecraft:chiseled_sandstone,minecraft_chiseled_sandstone,Chiseled Sandstone,true,true
minecraft:cut_sandstone,minecraft_cut_sandstone,Cut Sandstone,true,true
minecraft:cobweb,minecraft_cobweb,Cobweb,true,true
minecraft:short_grass,minecraft_short_grass,Short Grass,true,true
minecraft:fern,minecraft_fern,Fern,true,true
minecraft:azalea,minecraft_azalea,Azalea,true,true
minecraft:flowering_azalea,minecraft_flowering_azalea,Flowering Azalea,true,true
minecraft:dead_bush,minecraft_dead_bush,Dead Bush,true,true
minecraft:seagrass,minecraft_seagrass,Seagrass,true,true
minecraft:sea_pickle,minecraft_sea_pickle,Sea Pickle,true,true
minecraft:white_wool,minecraft_white_wool,White Wool,true,true
minecraft:orange_wool,minecraft_orange_wool,Orange Wool,true,true
minecraft:magenta_wool,minecraft_magenta_wool,Magenta Wool,true,true
minecraft:light_blue_wool,minecraft_light_blue_wool,Light Blue Wool,true,true
minecraft:yellow_wool,minecraft_yellow_wool,Yellow Wool,true,true
minecraft:lime_wool,minecraft_lime_wool,Lime Wool,true,true
minecraft:pink_wool,minecraft_pink_wool,Pink Wool,true,true
minecraft:gray_wool,minecraft_gray_wool,Gray Wool,true,true
minecraft:light_gray_wool,minecraft_light_gray_wool,Light Gray Wool,true,true
minecraft:cyan_wool,minecraft_cyan_wool,Cyan Wool,true,true
minecraft:purple_wool,minecraft_purple_wool,Purple Wool,true,true
minecraft:blue_wool,minecraft_blue_wool,Blue Wool,true,true
minecraft:brown_wool,minecraft_brown_wool,Brown Wool,true,true
minecraft:green_wool,minecraft_green_wool,Green Wool,true,true
minecraft:red_wool,minecraft_red_wool,Red Wool,true,true
minecraft:black_wool,minecraft_black_wool,Black Wool,true,true
minecraft:dandelion,minecraft_dandelion,Dandelion,true,true
minecraft:poppy,minecraft_poppy,Poppy,true,true
minecraft:blue_orchid,minecraft_blue_orchid,Blue Orchid,true,true
minecraft:allium,minecraft_allium,Allium,true,true
minecraft:azure_bluet,minecraft_azure_bluet,Azure Bluet,true,true
minecraft:red_tulip,minecraft_red_tulip,Red Tulip,true,true
minecraft:orange_tulip,minecraft_orange_tulip,Orange Tulip,true,true
minecraft:white_tulip,minecraft_white_tulip,White Tulip,true,true
minecraft:pink_tulip,minecraft_pink_tulip,Pink Tulip,true,true
minecraft:oxeye_daisy,minecraft_oxeye_daisy,Oxeye Daisy,true,true
minecraft:cornflower,minecraft_cornflower,Cornflower,true,true
minecraft:lily_of_the_valley,minecraft_lily_of_the_valley,Lily Of The Valley,true,true
minecraft:wither_rose,minecraft_wither_rose,Wither Rose,true,true
minecraft:torchflower,minecraft_torchflower,Torchflower,true,true
minecraft:pitcher_plant,minecraft_pitcher_plant,Pitcher Plant,true,true
minecraft:spore_blossom,minecraft_spore_blossom,Spore Blossom,true,true
minecraft:brown_mushroom,minecraft_brown_mushroom,Brown Mushroom,true,true
minecraft:red_mushroom,minecraft_red_mushroom,Red Mushroom,true,true
minecraft:crimson_fungus,minecraft_crimson_fungus,Crimson Fungus,true,true
minecraft:warped_fungus,minecraft_warped_fungus,Warped Fungus,true,true
minecraft:crimson_roots,minecraft_crimson_roots,Crimson Roots,true,true
minecraft:warped_roots,minecraft_warped_roots,Warped Roots,true,true
minecraft:nether_sprouts,minecraft_nether_sprouts,Nether Sprouts,true,true
minecraft:weeping_vines,minecraft_weeping_vines,Weeping Vines,true,true
minecraft:twisting_vines,minecraft_twisting_vines,Twisting Vines,true,true
minecraft:sugar_cane,minecraft_sugar_cane,Sugar Cane,true,true
minecraft:kelp,minecraft_kelp,Kelp,true,true
minecraft:moss_carpet,minecraft_moss_carpet,Moss Carpet,true,true
minecraft:pink_petals,minecraft_pink_petals,Pink Petals,true,true
minecraft:moss_block,minecraft_moss_block,Moss Block,true,true
minecraft:hanging_roots,minecraft_hanging_roots,Hanging Roots,true,true
minecraft:big_dripleaf,minecraft_big_dripleaf,Big Dripleaf,true,true
minecraft:small_dripleaf,minecraft_small_dripleaf,Small Dripleaf,true,true
minecraft:bamboo,minecraft_bamboo,Bamboo,true,true
minecraft:oak_slab,minecraft_oak_slab,Oak Slab,true,true
minecraft:spruce_slab,minecraft_spruce_slab,Spruce Slab,true,true
minecraft:birch_slab,minecraft_birch_slab,Birch Slab,true,true
minecraft:jungle_slab,minecraft_jungle_slab,Jungle Slab,true,true
minecraft:acacia_slab,minecraft_acacia_slab,Acacia Slab,true,true
minecraft:cherry_slab,minecraft_cherry_slab,Cherry Slab,true,true
minecraft:dark_oak_slab,minecraft_dark_oak_slab,Dark Oak Slab,true,true
minecraft:mangrove_slab,minecraft_mangrove_slab,Mangrove Slab,true,true
minecraft:bamboo_slab,minecraft_bamboo_slab,Bamboo Slab,true,true
minecraft:bamboo_mosaic_slab,minecraft_bamboo_mosaic_slab,Bamboo Mosaic Slab,true,true
minecraft:crimson_slab,minecraft_crimson_slab,Crimson Slab,true,true
minecraft:warped_slab,minecraft_warped_slab,Warped Slab,true,true
minecraft:stone_slab,minecraft_stone_slab,Stone Slab,true,true
minecraft:smooth_stone_slab,minecraft_smooth_stone_slab,Smooth Stone Slab,true,true
minecraft:sandstone_slab,minecraft_sandstone_slab,Sandstone Slab,true,true
minecraft:cut_sandstone_slab,minecraft_cut_sandstone_slab,Cut Sandstone Slab,true,true
minecraft:petrified_oak_slab,minecraft_petrified_oak_slab,Petrified Oak Slab,true,true
minecraft:cobblestone_slab,minecraft_cobblestone_slab,Cobblestone Slab,true,true
minecraft:brick_slab,minecraft_brick_slab,Brick Slab,true,true
minecraft:stone_brick_slab,minecraft_stone_brick_slab,Stone Brick Slab,true,true
minecraft:mud_brick_slab,minecraft_mud_brick_slab,Mud Brick Slab,true,true
minecraft:nether_brick_slab,minecraft_nether_brick_slab,Nether Brick Slab,true,true
minecraft:quartz_slab,minecraft_quartz_slab,Quartz Slab,true,true
minecraft:red_sandstone_slab,minecraft_red_sandstone_slab,Red Sandstone Slab,true,true
minecraft:cut_red_sandstone_slab,minecraft_cut_red_sandstone_slab,Cut Red Sandstone Slab,true,true
minecraft:purpur_slab,minecraft_purpur_slab,Purpur Slab,true,true
minecraft:prismarine_slab,minecraft_prismarine_slab,Prismarine Slab,true,true
minecraft:prismarine_brick_slab,minecraft_prismarine_brick_slab,Prismarine Brick Slab,true,true
minecraft:dark_prismarine_slab,minecraft_dark_prismarine_slab,Dark Prismarine Slab,true,true
minecraft:smooth_quartz,minecraft_smooth_quartz,Smooth Quartz,true,true
minecraft:smooth_red_sandstone,minecraft_smooth_red_sandstone,Smooth Red Sandstone,true,true
minecraft:smooth_sandstone,minecraft_smooth_sandstone,Smooth Sandstone,true,true
minecraft:smooth_stone,minecraft_smooth_stone,Smooth Stone,true,true
minecraft:bricks,minecraft_bricks,Bricks,true,true
minecraft:bookshelf,minecraft_bookshelf,Bookshelf,true,true
minecraft:chiseled_bookshelf,minecraft_chiseled_bookshelf,Chiseled Bookshelf,true,true
minecraft:decorated_pot,minecraft_decorated_pot,Decorated Pot,true,true
minecraft:mossy_cobblestone,minecraft_mossy_cobblestone,Mossy Cobblestone,true,true
minecraft:obsidian,minecraft_obsidian,Obsidian,true,true
minecraft:torch,minecraft_torch,Torch,true,true
minecraft:end_rod,minecraft_end_rod,End Rod,true,true
minecraft:chorus_plant,minecraft_chorus_plant,Chorus Plant,true,true
minecraft:chorus_flower,minecraft_chorus_flower,Chorus Flower,true,true
minecraft:purpur_block,minecraft_purpur_block,Purpur Block,true,true
minecraft:purpur_pillar,minecraft_purpur_pillar,Purpur Pillar,true,true
minecraft:purpur_stairs,minecraft_purpur_stairs,Purpur Stairs,true,true
minecraft:spawner,minecraft_spawner,Spawner,true,true
minecraft:chest,minecraft_chest,Chest,true,true
minecraft:crafting_table,minecraft_crafting_table,Crafting Table,true,true
minecraft:farmland,minecraft_farmland,Farmland,true,true
minecraft:furnace,minecraft_furnace,Furnace,true,true
minecraft:ladder,minecraft_ladder,Ladder,true,true
minecraft:cobblestone_stairs,minecraft_cobblestone_stairs,Cobblestone Stairs,true,true
minecraft:snow,minecraft_snow,Snow,true,true
minecraft:ice,minecraft_ice,Ice,true,true
minecraft:snow_block,minecraft_snow_block,Snow Block,true,true
minecraft:cactus,minecraft_cactus,Cactus,true,true
minecraft:clay,minecraft_clay,Clay,true,true
minecraft:jukebox,minecraft_jukebox,Jukebox,true,true
minecraft:oak_fence,minecraft_oak_fence,Oak Fence,true,true
minecraft:spruce_fence,minecraft_spruce_fence,Spruce Fence,true,true
minecraft:birch_fence,minecraft_birch_fence,Birch Fence,true,true
minecraft:jungle_fence,minecraft_jungle_fence,Jungle Fence,true,true
minecraft:acacia_fence,minecraft_acacia_fence,Acacia Fence,true,true
minecraft:cherry_fence,minecraft_cherry_fence,Cherry Fence,true,true
minecraft:dark_oak_fence,minecraft_dark_oak_fence,Dark Oak Fence,true,true
minecraft:mangrove_fence,minecraft_mangrove_fence,Mangrove Fence,true,true
minecraft:bamboo_fence,minecraft_bamboo_fence,Bamboo Fence,true,true
minecraft:crimson_fence,minecraft_crimson_fence,Crimson Fence,true,true
minecraft:warped_fence,minecraft_warped_fence,Warped Fence,true,true
minecraft:pumpkin,minecraft_pumpkin,Pumpkin,true,true
minecraft:carved_pumpkin,minecraft_carved_pumpkin,Carved Pumpkin,true,true
minecraft:jack_o_lantern,minecraft_jack_o_lantern,Jack O Lantern,true,true
minecraft:netherrack,minecraft_netherrack,Netherrack,true,true
minecraft:soul_sand,minecraft_soul_sand,Soul Sand,true,true
minecraft:soul_soil,minecraft_soul_soil,Soul Soil,true,true
minecraft:basalt,minecraft_basalt,Basalt,true,true
minecraft:polished_basalt,minecraft_polished_basalt,Polished Basalt,true,true
minecraft:smooth_basalt,minecraft_smooth_basalt,Smooth Basalt,true,true
minecraft:soul_torch,minecraft_soul_torch,Soul Torch,true,true
minecraft:glowstone,minecraft_glowstone,Glowstone,true,true
minecraft:infested_stone,minecraft_infested_stone,Infested Stone,true,true
minecraft:infested_cobblestone,minecraft_infested_cobblestone,Infested Cobblestone,true,true
minecraft:infested_stone_bricks,minecraft_infested_stone_bricks,Infested Stone Bricks,true,true
minecraft:infested_mossy_stone_bricks,minecraft_infested_mossy_stone_bricks,Infested Mossy Stone Bricks,true,true
minecraft:infested_cracked_stone_bricks,minecraft_infested_cracked_stone_bricks,Infested Cracked Stone Bricks,true,true
minecraft:infested_chiseled_stone_bricks,minecraft_infested_chiseled_stone_bricks,Infested Chiseled Stone Bricks,true,true
minecraft:infested_deepslate,minecraft_infested_deepslate,Infested Deepslate,true,true
minecraft:stone_bricks,minecraft_stone_bricks,Stone Bricks,true,true
minecraft:mossy_stone_bricks,minecraft_mossy_stone_bricks,Mossy Stone Bricks,true,true
minecraft:cracked_stone_bricks,minecraft_cracked_stone_bricks,Cracked Stone Bricks,true,true
minecraft:chiseled_stone_bricks,minecraft_chiseled_stone_bricks,Chiseled Stone Bricks,true,true
minecraft:packed_mud,minecraft_packed_mud,Packed Mud,true,true
minecraft:mud_bricks,minecraft_mud_bricks,Mud Bricks,true,true
minecraft:deepslate_bricks,minecraft_deepslate_bricks,Deepslate Bricks,true,true
minecraft:cracked_deepslate_bricks,minecraft_cracked_deepslate_bricks,Cracked Deepslate Bricks,true,true
minecraft:deepslate_tiles,minecraft_deepslate_tiles,Deepslate Tiles,true,true
minecraft:cracked_deepslate_tiles,minecraft_cracked_deepslate_tiles,Cracked Deepslate Tiles,true,true
minecraft:chiseled_deepslate,minecraft_chiseled_deepslate,Chiseled Deepslate,true,true
minecraft:reinforced_deepslate,minecraft_reinforced_deepslate,Reinforced Deepslate,true,true
minecraft:brown_mushroom_block,minecraft_brown_mushroom_block,Brown Mushroom Block,true,true
minecraft:red_mushroom_block,minecraft_red_mushroom_block,Red Mushroom Block,true,true
minecraft:mushroom_stem,minecraft_mushroom_stem,Mushroom Stem,true,true
minecraft:iron_bars,minecraft_iron_bars,Iron Bars,true,true
minecraft:chain,minecraft_chain,Chain,true,true
minecraft:glass_pane,minecraft_glass_pane,Glass Pane,true,true
minecraft:melon,minecraft_melon,Melon,true,true
minecraft:vine,minecraft_vine,Vine,true,true
